query,link,score_description,score,,In Search API?,query translated,Page title,Page title translated by Google Translate,Page views (7 days)
,/cap-ar-fudd-daliadau/symiau-cap-ar-fudddaliadau,,,,no,,Symiau cap ar fudd-daliadau,Cap amounts on benefits,
,/cynhaliaeth-plant-os-ywr-rhiant-yn-byw-dramor/trosolwg,,,,no,,Trosolwg,overview,
,/cronfeydd-ymddiriedolaeth-plant/rheolir-cyfrif,,,,no,,Rheoli’r cyfrif,Control the account,
,/cyfrif-cynilo-unigol/sut-mae-agor-isa,,,,no,,Sut mae agor ISA,How to open an ISA,
,/pensiwn-sylfaenol-y-wladwriaeth/pwy-sy-n-cael-pensiwn-sylfaenol-y-wladwriaeth,,,,no,,Pwy sy'n cael Pensiwn Sylfaenol y Wladwriaeth,Who gets a basic state pension,
,/newid-cyfeiriad-trwydded-yrru/gwnewch-gais-ar-lein,,,,no,,Gwneud cais ar-lein,Apply online,
,/cymorth-ar-gyfer-llog-morgais/cael-cymorth-ariannol-arall-gydach-costau-tai,,,,no,,Cael cymorth ariannol arall gyda'ch costau tai,Get other financial assistance with your housing costs,
,/ar-ol-marwolaeth/pan-fydd-marwolaeth-yn-cael-ei-adrodd-i-grwner,,,,no,,Pan fydd marwolaeth yn cael ei adrodd i grwner,When death is reported to a coroner,
,/cyflogwyr-tal-absenoldeb-rhieni-profedigaeth/cael-help-gyda-thal-statudol,,,,no,,Cael help gyda thâl statudol,Get help with statutory pay,
,/cyflogwyr-tal-absenoldeb-rhieni-profedigaeth/cadw-cofnodion,,,,no,,Cadw cofnodion,Keep a record,
,/taliad-annibyniaeth-personol-pip/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/tribiwnlys-treth/penderfyniad-y-tribiwnlys,,,,no,,Penderfyniad y tribiwnlys,The decision of the tribunal,
,/codau-treth-cyflogai/trosolwg,,,,no,,Trosolwg,overview,
,/budd-dal-plant-plentyn-byw-gyda-rhywun-arall/os-bydd-eich-plentyn-yn-cael-babi,,,,no,,Os bydd eich plentyn yn cael babi,If your child gets a baby,
,/ffurflenni-treth-hunanasesiad/anfon-ffurflen-dreth,,,,no,,Cofrestru ac anfon Ffurflen Dreth,Register and send a tax return,
,/defnyddio-llog-syn-rhydd-o-dreth-ar-gynilion/faint-o-dreth-rydych-yn-ei-thalu,,,,no,,Faint o dreth rydych yn ei thalu,How much tax you pay,
,/cyflyrau-iechyd-anabledd-credyd-cynhwysol/ar-ol-eich-asesiad-gallu-i-weithio,,,,no,,Ar ôl eich Asesiad Gallu i Weithio,After your ability to work assessment,
,/ailystyriaeth-orfodol/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/budd-dal-plant-plentyn-rhiant-yn-marw/os-bydd-un-rhiant-yn-marw-neur-ddau-ohonynt,,,,no,,"Os bydd un rhiant yn marw, neu’r ddau ohonynt","If one parent dies, or both of them",
,/hawlio-budd-daliadau-os-ydych-yn-byw-symud-teithio-dramor/credyd-cynhwysol,,,,no,,Credyd Cynhwysol,Universal Credit,
,/apelio-penderfyniad-budd-dal/os-ydych-yn-anfodlon-gyda-phenderfyniad-y-tribiwnlys,,,,no,,Os ydych yn anfodlon gyda phenderfyniad y tribiwnlys,If you are dissatisfied with the tribunal's decision,
,/talu-cosb-am-gyflwyno-n-hwyr-ar-gyfer-cynllun-y-diwydiant-adeiladu-cis/talu-siec-drwyr-post,,,,no,,Talu â siec drwy’r post,Pay by Postal Check,
,/rhyddhad-treth-ar-gyfer-cyflogeion/gweithio-gartref,,,,no,,Gweithio gartref,Work at home,
,/credyd-cynhwysol/beth-yw-credyd-cynhwysol,,,,no,,Beth yw Credyd Cynhwysol,What is Universal Credit,
,/tal-treth-budd-dal-plant/newid-yn-eich-amgylchiadau,,,,no,,Os yw’ch amgylchiadau’n newid,If your circumstances change,
,/budd-dal-plant/cael-help-gydach-hawliad,,,,no,,Cael help gyda’ch hawliad,Get help with your claim,
,/treth-enillion-cyfalaf/rhoddion,,,,no,,Rhoddion i’ch priod neu i elusen,Donations to your spouse or charity,
,/atwrneiaeth/dewis-eich-atwrnai,,,,no,,Dewis eich atwrnai,Choose your attorney,
,/codi-adennill-cofnodi-taw/taw-ar-ostyngiadau-a-rhoddion,,,,no,,TAW ar ostyngiadau neu roddion,VAT on discounts or gifts,
,/ffurflenni-treth-hunanasesiad/dyddiadau-cau,,,,no,,Dyddiadau cau,Deadlines,
,/tal-ac-absenoldeb-mabwysiadu-statudol-arweiniad-i-gyflogwyr/gwrthod-tal-neu-absenoldeb,,,,no,,Gwrthod tâl neu absenoldeb,Reject a charge or absence,
,/cymraeg/trosolwg,,,,no,,Trosolwg,overview,
,/atal-cais-am-brofiant/ar-ol-i-chi-wneud-cais,,,,no,,Ar ôl i chi wneud cais,After you apply,
,/cymorth-ar-gyfer-llog-morgais/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/oedi-pensiwn-wladwriaeth/sut-maen-gweithio,,,,no,,Sut mae’n gweithio,How it works,
,/pensiwn-ychwanegol-y-wladwriaeth/etifeddu-pensiwn-ychwanegol-y-wladwriaeth,,,,no,,Etifeddu Pensiwn Ychwanegol y Wladwriaeth,Inherit the Extra State Pension,
,/gwasanaeth-cynhaliaeth-plant/cwynion-ac-apeliadau,,,,no,,Cwynion ac apeliadau,Complaints and appeals,
,/cymorth-i-recriwtwyr-gan-y-ganolfan-byd-gwaith/profiad-gwaith-a-phrentisiaethau,,,,no,,Profiad gwaith a phrentisiaethau,Work experience and apprenticeships,
,/sut-i-ddatrys-anghydfod-rhwng-cymdogion/galwr-heddlu,,,,no,,Galw’r heddlu,Call the police,
,/gwasanaethau-cthem-mewngofnodi-neu-gofrestru/mewngofnodi-i-wasanaethau-arlein-cthem,,,,no,,Mewngofnodi i wasanaethau ar-lein CThEF,Login to CTHEF Online Services,
,/cap-ar-fudd-daliadau/pan-fydd-y-cap-ar-fudddaliadau-yn-effeithio-ar-eich-taliadau-credyd-cynhwysol,,,,no,,Pan fydd y cap ar fudd-daliadau yn effeithio ar eich taliadau Credyd Cynhwysol,When the benefits cap affects your Universal Credit payments,
,/cadw-cofnodion-taw/cofnodion-taw,,,,no,,Cofnodion TAW,VAT Records,
,/tal-absenoldeb-mamolaeth/cyflog,,,,no,,Cyflog,Wage,
,/tablau-cyfraddau-treth-cerbyd/cyfraddau-treth-cerbyd-eraill,,,,no,,Cyfraddau treth cerbyd eraill,Other vehicle tax rates,
,/rhyddhad-treth-ar-gyfer-cyflogeion/trosolwg,,,,no,,Trosolwg,overview,
,/cael-gwybodaeth-am-eiddo-a-thir,,,,no,,Cael gwybodaeth am eiddo a thir,Get information about property and land,
,/chwilio-am-bridiannau-tir-lleol-ar-dir-ac-eiddo,,,,no,,Chwilio am bridiannau tir lleol ar dir ac eiddo,Looking for local land breedings on land and property,
,/lwfansau-cyfalaf,,,,no,,Hawlio lwfansau cyfalaf,Claim capital allowances,
,/talu-cosb-am-gyflwyno-n-hwyr-ar-gyfer-cynllun-y-diwydiant-adeiladu-cis,,,,no,,Talu cosb am gyflwyno’n hwyr ar gyfer Cynllun y Diwydiant Adeiladu (CIS),Punishing a penalty for late delivery for the construction industry scheme (CIS),
,/taluch-bil-treth-hunanasesiad,,,,no,,Talu'ch bil treth Hunanasesiad,Pay your Self Assessment Tax bill,
cthem,/gwasanaethau-ar-lein-cymraeg-cthem,3 perfect,3,,yes,floance,Gwasanaethau ar-lein Cyllid a Thollau EM yn y Gymraeg,HM Revenue and Customs Online Services in Welsh,
cthem -mewngofnodi,/gwasanaethau-ar-lein-cymraeg-cthem,3 perfect,3,,yes,HMB -Login,,,
cyfrif arlein personol,/gwasanaethau-ar-lein-cymraeg-cthem,3 perfect,3,,yes,Personal Online Account,,,
talu wrth ennill,/gwasanaethau-ar-lein-cymraeg-cthem,2 good,2,,yes,Paying in winning,,,
cyfrif treth personol,/gwasanaethau-ar-lein-cymraeg-cthem,3 perfect,3,,yes,Personal Tax Account,,,
cod,/gwasanaethau-ar-lein-cymraeg-cthem,2 good,2,,yes,code,,,
cod treth incwm personol,/gwasanaethau-ar-lein-cymraeg-cthem,3 perfect,3,,yes,Personal Income Tax Code,,,
cyfri personol treth,/gwasanaethau-ar-lein-cymraeg-cthem,3 perfect,3,,yes,Tax personal account,,,
ffurflenni cthem,/gwasanaethau-ar-lein-cymraeg-cthem,2 good,2,,yes,HMRC forms,,,
rhodd cymorth,/gwasanaethau-ar-lein-cymraeg-cthem,2 good,2,,yes,Gift of Aid,,,
taw cofrestru,/gwasanaethau-ar-lein-cymraeg-cthem,2 good,2,,yes,VAT Registration,,,
treth ar werth,/gwasanaethau-ar-lein-cymraeg-cthem,2 good,2,,yes,SALE TAX,,,
treth car,/gwasanaethau-ar-lein-cymraeg-cthem,0 bad,0,,yes,car tax,,,
cyfrif treth,/gwasanaethau-ar-lein-cymraeg-cthem,3 perfect,3,,yes,Tax accounting,,,
mewngofnodi,/gwasanaethau-ar-lein-cymraeg-cthem,2 good,2,,yes,Login,,,
talu cthem,/gwasanaethau-ar-lein-cymraeg-cthem,2 good,2,,yes,Pay HMR,,,
talu treth,/gwasanaethau-ar-lein-cymraeg-cthem,2 good,2,,yes,pay tax,,,
,/benthyciadau-trefnu,,,,no,,Benthyciadau Trefnu,Organizing loans,
,/cymorth-ar-gyfer-llog-morgais,,,,no,,Cymorth ar gyfer Llog Morgais (SMI),Support for Mortgage Interest (SMI),
,/lwfans-byw-ir-anabl-i-blant,,,,no,,Lwfans Byw i’r Anabl (DLA) i blant,Disability Living Allowance (DLA) for Children,
,/cwyno-ir-archwilydd-achosion-annibynnol,,,,no,,Cwyno i’r Archwilydd Achosion Annibynnol,Complained to the independent cases auditor,
,/hysbysebu-swydd,,,,no,,Hysbysebu swydd,Advertising a job,
,/prynu-rhif-cofrestru-personol,,,,no,,Prynu rhif cofrestru personol,Buy Personal Registration Number,
,/cerbydau-sydd-wediu-sgrapio-au-diddymu,,,,no,,Sgrapio eich cerbyd a cherbydau sydd wedi’u diddymu gan gwmni yswiriant,Scrap your vehicle and vehicles that have been dissolved by insurance company,
,/cynhaliaeth-plant-os-ywr-rhiant-yn-byw-dramor,,,,no,,Cynhaliaeth plant os yw rhiant yn byw dramor,Child maintenance if a parent lives abroad,
,/gwasanaethau-cthem-mewngofnodi-neu-gofrestru/problemau-wrth-fewngofnodi,,,,no,,Problemau wrth fewngofnodi,Problems when logging in,
,/nwyddau-a-anfonir-o-dramor/rhoddion,,,,no,,Rhoddion,Give,
,/gwasanaeth-cynhaliaeth-plant/cysylltu-r-gwasanaeth-cynhaliaeth-plant,,,,no,,Cysylltu â’r Gwasanaeth Cynhaliaeth Plant,Contact the Child Maintenance Service,
,/lwfans-cyflogaeth-a-chymorth/gweithio-tra-rydych-yn-hawlio,,,,no,,Gweithio tra rydych yn hawlio,Work while you claim,
,/tal-ac-absenoldeb-mabwysiadu-statudol-arweiniad-i-gyflogwyr/tystiolaeth-o-fabwysiadu,,,,no,,Tystiolaeth o fabwysiadu,Evidence of adoption,
,/lwfans-byw-ir-anabl-i-blant/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/talu-cosb-am-gyflwyno-n-hwyr-ar-gyfer-cynllun-y-diwydiant-adeiladu-cis/gwneud-trosglwyddiad-banc-arlein-neu-dros-y-ffn,,,,no,,Gwneud trosglwyddiad banc ar-lein neu dros y ffôn,Make a bank transfer online or by phone,
,/ysgariad/cwblhau-eich-ysgariad,,,,no,,Cwblhau eich ysgariad,Complete your divorce,
,/taluch-bil-treth-hunanasesiad/cerdyn-debyd-neu-gredyd,,,,no,,Â cherdyn debyd neu gerdyn credyd corfforaethol ar-lein,Have a debit card or corporate credit card online,
,/cronfeydd-ymddiriedolaeth-plant/-dod-o-hyd-i-gronfa-ymddiriedolaeth-plant,,,,no,,Dod o hyd i Gronfa Ymddiriedolaeth Plant,Find a child trust fund,
,/dod-a-nwyddau-i-mewn-ir-du-at-ddefnydd-personol/nwyddau-wediu-gwahardd-a-nwyddau-o-dan-gyfyngiadau,,,,no,,Nwyddau wedi’u gwahardd a nwyddau o dan gyfyngiadau,Banned goods and goods under restrictions,
,/apelio-penderfyniad-budd-dal/trosolwg,,,,no,,Trosolwg,overview,
,/cael-help-cthem-cymorth-ychwanegol/os-ydych-yn-methu-defnyddio-ffn-ac-mae-angen-ffordd-wahanol-o-gysylltu-cthem-arnoch,,,,no,,Os ydych yn methu defnyddio ffôn a bod angen ffordd wahanol o gysylltu â CThEF arnoch,If you are unable to use a phone and need a different way of contacting Cthef,
,/cytundeb-setliad-twe/trosolwg,,,,no,,Trosolwg,overview,
,/lwfansau-cyfalaf/lwfans-buddsoddi-blynyddol,,,,no,,Lwfans buddsoddi blynyddol,Annual Investment Allowance,
,/newid-dosbarth-treth-cerbyd/treth-ddim-ar-fin-dod-i-ben,,,,no,,Y dreth ddim ar fin dod i ben,The tax not on the end of,
,/codi-adennill-cofnodi-taw/adennill-treuliau-busnes-taw,,,,no,,Adennill TAW ar dreuliau busnes,Recovery of VAT on Business Expenses,
,/rhoi-gwybod-am-eich-treth-enillion-cyfalaf-a-i-thalu/sut-i-roi-gwybod-am-dreth-enillion-cyfalaf-cgt-ai-thalu,,,,no,,Sut i roi gwybod am Dreth Enillion Cyfalaf (CGT) a’i thalu,How to report Capital Earn Tax (CGT) and pay,
,/tal-absenoldeb-tadolaeth/mabwysiadu,,,,no,,Mabwysiadu a threfniadau mam fenthyg,Adopt and borrowed mother's arrangements,
,/cymhorthdal-incwm/os-ydych-eisoes-yn-cael-cymhorthdal-incwm,,,,no,,Os ydych eisoes yn cael Cymhorthdal Incwm,If you already get income subsidy,
,/treth-incwm/budd-daliadau-wladwriaeth-rhydd-o-dreth-trethadwy,,,,no,,Budd-daliadau’r Wladwriaeth sy’n rhydd o dreth a rhai sy’n drethadwy,Tax free and taxable state benefits,
,/lwfans-priodasol/sut-maen-gweithio,,,,no,,Sut mae’n gweithio,How it works,
,/terfynau-eich-eiddo/gwneud-cais-i-gofnodir-union-derfyn,,,,no,,Gwneud cais i gofnodi’r union derfyn,Apply to record the exact limit,
,/help-ariannol-budd-daliadau/trosolwg,,,,no,,Trosolwg,overview,
,/apelio-penderfyniad-budd-dal/cyflwynoch-apl,,,,no,,Cyflwyno'ch apêl,Submit your appeal,
,/ymddiriedolaethau-trethi/trosolwg,,,,no,,Trosolwg,overview,
,/apelio-penderfyniad-budd-dal/ar-l-i-chi-gyflwynoch-apl,,,,no,,Ar ôl i chi gyflwyno'ch apêl,After you submit your appeal,
,/ar-ol-marwolaeth/marwolaeth-dramor,,,,no,,Beth i wneud os bydd rhywun yn marw dramor,What to do if someone dies abroad,
,/cofrestru-ar-gyfer-taw/newid-eich-manylion,,,,no,,Newid eich manylion,Change your details,
,/lwfansau-cyfalaf/lwfansau-blwyddyn-gyntaf-dros-dro,,,,no,,Yr uwch-ddidyniad a’r lwfans blwyddyn gyntaf ar gyfradd arbennig o 50%,The ultra-induction and first year allowance at a special rate of 50%,
,/taliad-tanwydd-gaeaf/trosolwg,,,,no,,Trosolwg,overview,
,/dod-a-phartneriaeth-sifil-i-ben/os-nad-oes-gan-eich-partner-alluedd-meddyliol,,,,no,,Os nad oes gan eich partner alluedd meddyliol,If your partner does not have mental capacity,
,/gordaliadau-budd-dal/trosolwg,,,,no,,Trosolwg,overview,
,/gwneud-cais-am-brofiant/gwneud-cais-am-brofiant,,,,no,,Gwneud cais am brofiant,Apply for probate,
,/cyflwyno-hawliad-i-dribiwnlys-cyflogaeth/cael-addaliad-am-y-ffioedd-tribiwnlys,,,,no,,Cael ad-daliad am ffioedd tribiwnlys,Get a refund for tribunal fees,
,/talu-treth-gorfforaeth/taliadau-ar-gyfer-grp-o-gwmnau,,,,no,,Taliadau ar gyfer grŵp o gwmnïau,Payments for a group of companies,
,/cyflogwyr-tal-absenoldeb-rhieni-profedigaeth/ffurflen-dim-tal,,,,no,,Ffurflen dim tâl,No charge form,
,/ffurflenni-taw/asesiadau,,,,no,,Asesiadau,Assessment,
,/cyfrif-cynilo-unigol/sut-mae-isas-yn-gweithio,,,,no,,Sut mae ISAs yn gweithio,How is ISAs work,
,/taliadau-angladd/sut-maen-gweithio,,,,no,,Sut mae’n gweithio,How it works,
,/gordaliadau-budd-dal/addaliadau-pan-fydd-rhywun-wedi-marw,,,,no,,Ad-daliadau pan fydd rhywun wedi marw,Refunds when someone is dead,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni-canllaw-i-gyflogwyr/cymhwystra,,,,no,,Cymhwystra,Eligibility,
,/gwasanaeth-cynhaliaeth-plant/gwneud-trefniant-preifat,,,,no,,Gwneud trefniant preifat,Make a private arrangement,
,/dod-ddirprwy/dod-ach-dirprwyaeth-i-ben,,,,no,,Dod â’ch dirprwyaeth i ben,Ending your delegation,
,/codi-adennill-cofnodi-taw,,,,no,,"Codi, adennill a chofnodi TAW","Pick up, recover and record VAT",
,/tal-salwch-statudol-arweiniad-i-gyflogwyr,,,,no,,Tâl Salwch Statudol (SSP): arweiniad i gyflogwyr,Statutory Sick Pay (SSP): Guidance for Employers,
,/cymorth-i-recriwtwyr-gan-y-ganolfan-byd-gwaith,,,,no,,Cymorth i recriwtwyr gan y Ganolfan Byd Gwaith,Support for recruiters from Jobcentre Plus,
,/talu-dirwy-dvla,,,,no,,Talu dirwy DVLA,Pay Dvla's fine,
,/tablau-cyfraddau-treth-cerbyd/cyfraddau-am-geir-a-cherbydau-nwyddau-ysgafn-a-gofrestrwyd-cyn-1-mawrth-2001,,,,no,,Ceir a cherbydau nwyddau ysgafn a gofrestrwyd cyn 1 Mawrth 2001,Cars and lightweight goods registered before 1 March 2001,
,/credyd-pensiwn/newid-mewn-amgylchiadau,,,,no,,Rhoi gwybod am newid mewn amgylchiadau,Report a change in circumstances,
,/taliadau-mesothelioma-ymledol/trosolwg,,,,no,,Trosolwg,overview,
,/rhyddhadau-treth-incwm/cyfraniadau-elusen-rhyddhad-treth,,,,no,,Cyfraniadau elusen: rhyddhad treth,Charity Contributions: Tax Relief,
,/budd-dal-tai/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/talu-treth-etifeddiant/stociau-llywodraeth-prydain,,,,no,,Defnyddio stociau llywodraeth Prydain,Use of British government stocks,
,/atwrneiaeth-arhosol/gwiriadau-ac-ymweliadau,,,,no,,Gwiriadau ac ymweliadau,Checks and visits,
,/talu-treth-twe/talu-siec-drwyr-post,,,,no,,Talu â siec drwy’r post,Pay by Postal Check,
,/ad-dalu-eich-benthyciad-myfyrwyr/cael-ad-daliad,,,,no,,Cael ad-daliad,Get a refund,
,/gordaliadau-a-thandaliadau-treth/os-oes-arnoch-dreth,,,,no,,Os bydd eich llythyr cyfrifiad treth (P800) yn dweud bod arnoch dreth,If your tax census letter (P800) says you owe tax,
,/codau-treth-cyflogai/ystyr-y-rhifau,,,,no,,Ystyr y rhifau,The meaning of the numbers,
,/ad-dalu-eich-benthyciad-myfyrwyr/gwneud-ad-daliadau-gwirfoddol,,,,no,,Gwneud ad-daliadau ychwanegol,Make additional refunds,
,/talu-yswiriant-gwladol-dosbarth-1a/cymeradwyo-taliad-gan-ddefnyddioch-cyfrif-banc-arlein,,,,no,,Cymeradwyo taliad gan ddefnyddio’ch cyfrif banc ar-lein,Approve payment using your online bank account,
,/cael-help-cthem-cymorth-ychwanegol/os-oes-angen-gwybodaeth-arnoch-mewn-fformat-gwahanol,,,,no,,Os oes angen gwybodaeth arnoch mewn fformat gwahanol,If you need information in a different format,
,/cysylltu-canolfan-byd-gwaith/newid-neu-ganslo-apwyntiad,,,,no,,Newid neu ganslo apwyntiad,Change or cancel an appointment,
,/cynhaliaeth-plant-os-ywr-rhiant-yn-byw-dramor/rhiant-arall-yn-gweithio-i-sefydliad-prydeinig,,,,no,,Os yw'r rhiant arall yn gweithio dramor i Sefydliad Prydeinig,If the other parent works abroad for a British Foundation,
,/debyd-uniongyrchol-treth-cerbyd/canslo,,,,no,,Canslo Debyd Uniongyrchol,Direct Debit Cancel,
,/dod-ddirprwy/newid-eich-dirprwyaeth-neu-wneud-penderfyniad-untro,,,,no,,Newid eich dirprwyaeth neu wneud penderfyniad untro,Change your delegation or make a one -off decision,
,/olrhain-cais-eich-trwydded-yrru/trwyddedau-dros-dro-newydd,,,,no,,Ceisiadau am drwydded dros dro â rhif cyfeirnod ‘FP’,Temporary License Applications with 'FP' reference number,
,/talu-cosb-twe/trosolwg,,,,no,,Trosolwg,overview,
,/ar-ol-marwolaeth/cofrestru-y-farwolaeth-,,,,no,,Cofrestru y farwolaeth,Register the death,
,/anawsterau-talu-cthem/trosolwg,,,,no,,Trosolwg,overview,
,/anfon-ffurflen-taw/cywiro-camgymeriadau-yn-eich-ffurflen-taw,,,,no,,Cywiro camgymeriadau yn eich Ffurflenni TAW,Correcting mistakes in your VAT forms,
,/talu-yswiriant-gwladol-dosbarth-1a/cerdyn-debyd-neu-gredyd,,,,no,,Drwy gerdyn debyd neu gerdyn credyd corfforaethol ar-lein,Via corporate debit card or corporate credit card,
,/dyletswyddau-atwrneiaeth-barhaus/trosolwg,,,,no,,Trosolwg,overview,
,/talu-cosb-twe/gwirio-bod-eich-taliad-wedi-dod-i-law,,,,no,,Gwirio bod eich taliad wedi dod i law,Checking your payment has been received,
,/lwfans-priodasol/os-yw-eich-amgylchiadau-yn-newid,,,,no,,Os yw’ch amgylchiadau’n newid,If your circumstances change,
,/talu-yswiriant-gwladol-dosbarth-3-gwirfoddol/banc-neuch-cymdeithas-adeiladu,,,,no,,Yn eich banc neu’ch cymdeithas adeiladu,In your bank or building society,
,/gwneud-cais-am-brofiant/os-nad-oes-ewyllys,,,,no,,Os nad oes ewyllys,If there is no will,
,/talu-taw/yn-eich-banc-neuch-cymdeithas-adeiladu,,,,no,,Yn eich banc neu’ch cymdeithas adeiladu,In your bank or building society,
,/cydberchnogaeth/newid-o-gyddenantiaid-i-denantiaid-cydradd,,,,no,,Newid o gyd-denantiaid i denantiaid cydradd,Change from joint tenants to equal tenants,
,/taliad-niwed-trwy-frechiad/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/talu-treth-twe/debyd-uniongyrchol,,,,no,,Debyd Uniongyrchol,Direct Debit,
,/sut-i-bleidleisio/pleidleisio-o-dramor,,,,no,,Pleidleisio o dramor,Voting from abroad,
,/costau-tai-a-chredyd-cynhwysol/byw-mewn-eiddo-rydych-yn-berchen-arno,,,,no,,Byw mewn eiddo rydych yn berchen arno,Live in property you own,
,/talu-yswiriant-gwladol-dosbarth-1a/trosolwg,,,,no,,Trosolwg,overview,
,/credyd-gofalwyr/cymhwysedd,,,,no,,Cymhwysedd,Competence,
,/treth-enillion-cyfalaf/colledion,,,,no,,Os byddwch yn gwneud colled,If you make a loss,
,/taliad-niwed-trwy-frechiad/os-ydych-yn-anghytuno-phenderfyniad,,,,no,,Os ydych yn anghytuno â phenderfyniad,If you disagree with a decision,
,/bonws-nadolig/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/grant-mamolaeth-cychwyn-cadarn/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/hawlio-budd-daliadau-os-ydych-yn-byw-symud-teithio-dramor/ble-gallwch-hawlio-budddaliadau,,,,no,,Ble gallwch hawlio budd-daliadau,Where can you claim benefits,
,/twe-ar-lein/defnyddio-twe-arlein,,,,no,,Defnyddio TWE Ar-lein,Use TWE Online,
,/treth-enillion-cyfalaf,,,,no,,Treth Enillion Cyfalaf,Capital Gains Tax,
,/cael-help-cthem-cymorth-ychwanegol,,,,no,,Cael help gan CThEF os oes angen cymorth ychwanegol arnoch,Get help from CTHEF if you need extra help,
,/gwiriadau-cydymffurfio-treth,,,,no,,Gwiriadau cydymffurfio treth,Tax Compliance Checks,
,/helpwch-ffrindiau-teulu-treth,,,,no,,Helpwch ffrindiau neu aelodau o'ch teulu gyda'u treth,Help friends or members of your family with their tax,
,/yr-heddlun-gwirio-rhywun-yn-ymwneud-a-phlentyn,,,,no,,Sicrhewch wiriad yr heddlu ar rywun sydd â chysylltiad â phlentyn,Please ensure a police check on someone with a contact with a child,
,/ailystyriaeth-orfodol,,,,no,,Herio penderfyniad budd-dal (ailystyriaeth orfodol),Challenge benefit decision (compulsory reconsideration),
,/gweithio-ar-ol-oedran-pensiwn-wladwriaeth,,,,no,,Gweithio ar ôl oedran Pensiwn y Wladwriaeth,Working after State Pension Age,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni,,,,no,,Absenoldeb a Thâl ar y cyd i Rieni,Absence and Joint Pay for Parents,
,/hos-hysbysiad-oddi-ar-y-ffordd-statudol,,,,no,,Pan fydd angen ichi wneud HOS,When you need to make hos,
,/diweddaru-manylion-car-cwmni,,,,no,,Gwirio neu ddiweddaru'ch treth car cwmni,Checking or updating your company car tax,
,/premiymau-anabledd-cymhorthdal-incwm/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/talu-yswiriant-gwladol-dosbarth-3-gwirfoddol/talu-yswiriant-gwladol-dosbarth-3-gwirfoddol-gwneud-trosglwyddiad-banc-ar-lein-neu-dros-y-ffon,,,,no,,Gwneud trosglwyddiad banc ar-lein neu dros y ffôn,Make a bank transfer online or by phone,
,/talu-treth-etifeddiant/trosolwg,,,,no,,Trosolwg,overview,
,/lwfans-mamolaeth/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/lwfans-gweini/rhoi-gwybod-am-newid-mewn-amgylchiadau,,,,no,,Rhoi gwybod am newid mewn amgylchiadau,Report a change in circumstances,
,/atwrneiaeth-arhosol/rhoir-gorau-i-weithredu-fel-atwrnai,,,,no,,Rhoi’r gorau i weithredu fel atwrnai,Stop acting as an attorney,
,/gwasanaeth-cynhaliaeth-plant/mewngofnodi-ich-cyfrif,,,,no,,Mewngofnodi i’ch cyfrif,Login to your account,
,/cyfraddau-treth-incwm/blynyddoedd-treth-blaenorol,,,,no,,Blynyddoedd treth blaenorol,Previous tax years,
,/cymryd-cerbydau-y-tu-allan-ir-du/am-lai-na-12-mis,,,,no,,Am lai na 12 mis,For less than 12 months,
,/talu-psa/gwirio-bod-eich-taliad-wedi-cyrraedd,,,,no,,Gwirio bod eich taliad wedi cyrraedd,Checking that your payment has arrived,
,/help-ariannol-gyda-thal-statudol/os-na-allwch-fforddio-gwneud-taliadau,,,,no,,Os na allwch fforddio gwneud taliadau,If you cannot afford to make payments,
,/lwfans-priodasol/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/credyd-pensiwn/trosolwg,,,,no,,Trosolwg,overview,
,/talu-toll-peiriannau-hapchwarae/trosolwg,,,,no,,Trosolwg,overview,
,/taliad-annibyniaeth-personol-pip/ar-gyfer-beth-mae-PIP,,,,no,,Ar gyfer beth mae PIP,What is PIP,
,/rhyddhad-treth-ar-gyfer-cyflogeion/ffioedd-a-thanysgrifiadau-proffesiynol,,,,no,,Ffioedd a thanysgrifiadau proffesiynol,Professional fees and subscriptions,
,/treuliau-a-buddiannau-ar-gyfer-cyflogwyr/rhoi-gwybod-am-a-thalu,,,,no,,Rhoi gwybod am a thalu,Report and pay,
,/cronfeydd-ymddiriedolaeth-plant/trosolwg,,,,no,,Trosolwg,overview,
,/oedi-pensiwn-wladwriaeth/budd-daliadau-neu-gredydau-treth,,,,no,,Os ydych yn cael budd-daliadau neu gredydau treth,If you get benefits or tax credits,
,/gwneud-cais-am-brofiant/trosolwg,,,,no,,Beth yw profiant,What is Probation,
,/ymddiriedolaethau-trethi/ymddiriedolaethau-rhieni-ar-gyfer-plant,,,,no,,Ymddiriedolaethau rhieni ar gyfer plant,Parent Trusts for Children,
