query,link,score
sen,/children-with-special-educational-needs,3
sen,/government/collections/statistics-special-educational-needs-sen,3
sen,/government/publications/sen-absences-and-exclusions-additional-analysis,2
sen,/government/publications/special-educational-needs-sen-support-findings-from-a-qualitative-study,2
sen,/government/statistics/sen-analysis-and-summary-of-data-sources,2
sen,/complain-about-school,2
sen,/government/publications/how-to-appeal-a-special-educational-needs-sen-decision-send37,2
sen,/government/publications/pre-16-schools-funding-local-authority-guidance-for-2023-to-2024/the-notional-sen-budget-for-mainstream-schools-operational-guidance,2
shares,/tax-sell-shares,3
shares,/tax-employee-share-schemes,2
shares,/make-changes-to-your-limited-company,2
shares,/tax-buy-shares,2
shares,/guidance/capital-gains-tax-share-reorganisation-takeover-or-merger,2
shares,/government/publications/return-of-allotment-of-shares-sh01,2
shares,/limited-company-formation,2
sign in self assessment,/log-in-register-hmrc-online-services,3
sign in self assessment,/log-in-file-self-assessment-tax-return,2
sign in self assessment,/register-for-self-assessment,2
social fund loans,/budgeting-help-benefits,3
tanzania visa,/foreign-travel-advice/tanzania,3
utr application,/find-utr-number,3
utr application,/guidance/register-for-self-assessment-if-you-are-not-self-employed,2
utr application,/guidance/register-as-a-sole-trader-subcontractor-or-apply-for-gross-payment-status,2
vaccine,/government/collections/vaccine-update,3
vaccine,/vaccine-damage-payment,2
vaccine,/guidance/monitoring-reports-of-the-effectiveness-of-covid-19-vaccination,2
vaccine,/government/news/government-accepts-advice-on-2024-autumn-covid-vaccine-programme,2
vat number check,/check-uk-vat-number,3
vat number check,/government/publications/check-a-uk-vat-number-service-availability-and-issues/92a4bb6a-88c0-4799-917f-8a857eb20e8c,2
vat1 form,/guidance/register-for-vat,3
vat1 form,/government/collections/vat-forms,2
vat1 form,/register-for-vat,2
vat1 form,/government/publications/vat-registration-notification-vat1c,2
vat431nb,/guidance/claim-a-vat-refund-for-a-new-home-or-charity-building-if-youre-a-diy-housebuilder,3
vat431nb,/guidance/vat-refunds-for-new-builds-if-youre-a-diy-housebuilder,2
vat431nb,/guidance/goods-and-services-you-can-claim-for-under-the-vat-diy-scheme,2
vat431nb,/vat-building-new-home,2
vehicle info,/get-vehicle-information-from-dvla,3
vehicle info,/browse/driving/vehicle-and-driver-information,2
warm home scheme,/the-warm-home-discount-scheme,3
warm home scheme,/check-if-youre-eligible-for-warm-home-discount,2
warm home scheme,/government/publications/warm-home-discount-eligibility-statement-england-and-wales-2024-to-2025-scheme-year-onward,2
windows,/improve-energy-efficiency,3
windows,/hmrc-internal-manuals/construction-industry-scheme-reform/cisr31030,2
windows,/guidance/mot-inspection-manual-for-private-passenger-and-light-commercial-vehicles/3-visibility,2
windows,/guidance/approved-document-f-volume-1-dwellings-frequently-asked-questions,2
windows,/hmrc-internal-manuals/property-income-manual/pim2025,2
������,/student-visa,3
������,/check-uk-visa,2
������,/apply-to-come-to-the-uk,2
������,/find-a-visa-application-centre,2
������,/standard-visitor,2
������,/government-authorised-exchange,2
������,/visa-fees,2
apply child benefit,/child-benefit,3
apply child benefit,/government/collections/child-benefit-forms,2
apply child benefit,/claim-child-benefit-behalf-someone-else,2
apply child benefit,/government/collections/child-benefit-detailed-information,2
apply child benefit,/government/publications/child-benefit-apply-for-extension-ch299,2
approved premises,/guidance/london-approved-premises,2
approved premises,/guidance/east-midlands-approved-premises,2
approved premises,/guidance/north-west-approved-premises,2
approved premises,/guidance/south-west-approved-premises,2
approved premises,/guidance/west-midlands-approved-premises,2
approved premises,/guidance/east-of-england-approved-premises,2
approved premises,/guidance/greater-manchester-approved-premises,2
approved premises,/guidance/south-central-approved-premises,2
approved premises,/guidance/north-east-approved-premises,2
approved premises,/guidance/yorkshire-and-the-humber-approved-premises,2
approved premises,/government/publications/noms-service-specifications-for-approved-premises,2
approved premises,/guidance/wales-approved-premises,2
benefits calculators,/benefits-calculators,3
benefits calculators,/check-benefits-financial-support,2
business asset disposal relief,/business-asset-disposal-relief,3
business asset disposal relief,/government/publications/entrepreneurs-relief-hs275-self-assessment-helpsheet/hs275-business-asset-disposal-relief-2024,2
business asset disposal relief,/government/publications/entrepreneurs-relief-hs275-self-assessment-helpsheet,2
business asset disposal relief,/hmrc-internal-manuals/capital-gains-manual/cg63975,2
business asset disposal relief,/government/publications/entrepreneurs-relief-hs275-self-assessment-helpsheet/hs275-business-asset-disposal-relief-2023,2
child credit,/child-tax-credit,3
child credit,/child-benefit,2
child credit,/child-tax-credit-when-child-reaches-16,2
child credit,/claim-tax-credits,2
child disability payment,/disability-living-allowance-children,3
child disability payment,/government/publications/child-disability-payment-service-level-agreement,2
child disability payment,/government/publications/child-disability-payment-service-level-agreement/child-disability-payment-service-level-agreement,2
child disability payment,/help-for-disabled-child,2
company houses,/government/organisations/companies-house,3
company houses,/guidance/search-the-companies-house-register,2
company houses,/guidance/your-personal-information-on-the-public-record-at-companies-house,2
coporation tax,/corporation-tax,3
coporation tax,/pay-corporation-tax,3
coporation tax,/corporation-tax-rates,2
cost of living support,/cost-of-living,3
cost of living support,/guidance/cost-of-living-payment,2
cost of living support,/cost-living-help-local-council,2
cost of living support,/government/news/government-support-extended-to-help-struggling-households-with-bills-and-essential-costs-over-winter,2
cost of living support,/government/publications/cost-of-living-payment-2023-to-2024-management-information/cost-of-living-payment-2023-to-2024-management-information,2
cost of living support,/check-benefits-financial-support,2
cost of living support,https://helpforhouseholds.campaign.gov.uk,2
create a uk visas and immigration account,/update-uk-visas-immigration-account-details,3
create a uk visas and immigration account,/guidance/using-your-uk-visas-and-immigration-account,2
create a uk visas and immigration account,/get-access-evisa,2
create a uk visas and immigration account,/guidance/online-immigration-status-evisa,2
create a uk visas and immigration account,/creative-worker-visa,2
create a uk visas and immigration account,/government/publications/ukvi-account-terms-and-conditions/ukvi-account-terms-and-conditions,2
create a uk visas and immigration account,/youth-mobility,2
defer state pension,/deferring-state-pension,3
defer state pension,/new-state-pension,2
defer state pension,/hmrc-internal-manuals/paye-manual/paye76125,2
defer state pension,/government/publications/deferring-your-state-pension,2
departments,/government/organisations,3
departments,/government/organisations/department-for-education,2
departments,/government/organisations/department-of-trade-and-industry,2
departments,/government/organisations/department-for-business-and-trade,2
departments,/government/organisations/department-for-science-innovation-and-technology,2
dependant child,/skilled-worker-visa,3
dependant child,/ancestry-visa/apply,2
dependant child,/graduate-visa,2
dependant child,/high-potential-individual-visa/switch-to-this-visa,2
dependant child,/uk-family-visa,2
dla children,/disability-living-allowance-children,3
dla children,/government/publications/disability-living-allowance-for-children-claim-form,2
dna,/get-a-dna-test,3
dna,/government/collections/dna-evidence-in-immigration-applications-review-information,2
dna,/government/publications/dna-testing-for-british-passport-applications/dna-testing-for-british-passport-applications-accessible,2
dna,/government/organisations/national-dna-database-ethics-group,2
drive in a clean air zone,/clean-air-zones,3
drive in a clean air zone,/guidance/driving-in-a-clean-air-zone,2
drive in a clean air zone,https://tfl.gov.uk/modes/driving/ultra-low-emission-zone,2
driver's license,/browse/driving/driving-licences,3
driver's license,/apply-for-your-full-driving-licence,2
driver's license,/driving-lessons-learning-to-drive,2
driver's license,/view-driving-licence,2
driver's license,/government/organisations/driver-and-vehicle-licensing-agency,2
dvla medical,/driving-medical-conditions,3
dvla medical,/health-conditions-and-driving,2
dvla medical,/reapply-driving-licence-medical-condition,2
dvla medical,/guidance/psychiatric-disorders-assessing-fitness-to-drive,2
dvla medical,/guidance/assessing-fitness-to-drive-a-guide-for-medical-professionals,2
dvla medical,/guidance/general-information-assessing-fitness-to-drive,2
dwp contact,/contact-pension-service,3
dwp contact,/disability-benefits-helpline,2
dwp contact,/contact-jobcentre-plus,2
dwp contact,/government/publications/dwp-debt-management-performance-data/dwp-debt-management-customer-service-standards,2
dwp contact,/repay-manage-benefit-owed,2
dwp contact,/government/organisations/department-for-work-pensions,2
dwp contact,/make-benefit-debt-deductions,2
fix problems with running payroll,/payroll-errors,3
fix problems with running payroll,/running-payroll/fps-after-payday,2
fix problems with running payroll,/guidance/aligning-payroll-to-the-correct-tax-period,2
food business registration,/guidance/food-business-registration,3
food business registration,/food-labelling-and-packaging,2
get postponed import vat statement,/guidance/get-your-postponed-import-vat-statement,3
government skills,/government/organisations/government-skills,3
government skills,/guidance/writing-skills,2
government skills,/government/organisations/government-skills-and-curriculum-unit,2
hazard perception,/theory-test,3
hazard perception,/take-practice-theory-test,2
hazard perception,/become-lorry-bus-driver,2
hazard perception,/adi-part-1-test/hazard-perception-test,2
hazard perception,/book-theory-test,2
immigration bail,/bail-immigration-detainees,3
immigration bail,/government/publications/offender-management/immigration-bail-accessible,2
immigration bail,/guidance/immigration-bail-digital-reporting,2
immigration bail,/guidance/immigration-detention-bail-telephone-reporting,2
immigration bail,/government/publications/offender-management/immigration-bail-interim-guidance-accessible,2
immigration bail,/government/publications/offender-management/immigration-bail-conditions-electronic-monitoring-em-expansion-pilot-accessible,2
jsp,/government/collections/joint-service-publication-jsp,3
jsp,/government/collections/jsp-375-health-and-safety-handbook,2
jsp,/government/collections/defence-safety-management-system-jsp-815,2
p11,/guidance/how-to-complete-forms-p11d-and-p11db,3
p11,/government/publications/paye-draft-forms-p11-p32-p14p60-2013-to-2014,2
p11,/guidance/guidance-on-completion-of-forms-p11d-480-chapter-25,2
packaging,/guidance/how-to-collect-your-packaging-data-for-extended-producer-responsibility,3
packaging,/guidance/packaging-producer-responsibilities,2
packaging,/guidance/extended-producer-responsibility-for-packaging-who-is-affected-and-what-to-do,2
packaging,/guidance/work-out-which-packaging-is-subject-to-plastic-packaging-tax,2
packaging,/government/collections/extended-producer-responsibility-for-packaging-report-packaging-data,2
packaging,/packaging-waste-designer-responsibilities,2
packaging,/food-labelling-and-packaging,2
packaging,/guidance/packaging-data-tell-us-how-you-collected-it-for-extended-producer-responsibility,2
packaging,/guidance/packaged-goods-weights-and-measures-regulations,2
pension estimate,/check-state-pension,3
pip changes,/government/publications/personal-independence-payment-changes,3
pip changes,/pip,3
pip changes,/government/publications/personal-independence-payment-changes/risk-and-safety-changes-to-pip-law-from-21-august-2020,2
pip changes,/government/publications/personal-independence-payment-changes/unpaid-enhanced-mobility-changes-to-pip-law-from-30-november-2020,2
pip changes,/government/statistics/personal-independence-payment-statistics-to-july-2024/personal-independence-payment-official-statistics-to-july-2024,2
pip changes,/government/publications/personal-independence-payment-changes/managing-medication-and-monitoring-a-health-condition-changes-to-pip-law-from-28-november-2016-to-15-march-2017,2
prove of right to work,/prove-right-to-work,3
prove of right to work,/check-job-applicant-right-to-work,2
prove of right to work,/guidance/prove-your-right-to-work-eu-eea-and-swiss-citizens,2
prove of right to work,/view-right-to-work,2
put a registration number on a vehicle,/personalised-vehicle-registration-numbers,3
put a registration number on a vehicle,/government/publications/application-to-transfer-or-retain-a-vehicle-registration-number,2
register for sole trader,/become-sole-trader,3
register for sole trader,/set-up-as-sole-trader,2
register for sole trader,/set-up-business,2
register for sole trader,/register-for-self-assessment,2
register for sole trader,/guidance/register-as-a-sole-trader-subcontractor-or-apply-for-gross-payment-status,2
renew driving liscence,/renew-driving-licence,3
renew driving liscence,/renew-photo-driving-licence,2
renew driving liscence,/browse/driving/driving-licences,2
renew driving liscence,/renew-driving-licence-at-70,2
school milk,/guidance/school-milk-subsidy-scheme,3
school milk,/government/publications/school-milk-scheme-strategy,2
school milk,/government/publications/claim-for-the-school-milk-subsidy-scheme,2
school milk,/guidance/school-milk-subsidy-scheme-relevant-regulations,2
school milk,/government/publications/annual-amount-of-subsidy-paid-under-the-school-milk-subsidy-scheme,2
school milk,/government/publications/school-milk-scheme-strategy/school-milk-scheme-strategy,2
school milk,/government/publications/annual-amount-of-subsidy-paid-under-the-school-milk-subsidy-scheme/school-year-2021-to-2022,2
school milk,/government/publications/standards-for-school-food-in-england/school-food-in-england,2
sdp,/disability-premiums,3
sdp,/government/publications/housing-benefit-adjudication-circulars-2019/a12019-hb-gateway-severe-disability-premium-and-claimants-with-3-or-more-children,2
sdp,/government/statistics/universal-credit-and-severe-disability-premium-claims/universal-credit-and-severe-disability-premium-claims,2
sdp,/guidance/submarine-dismantling-project,2
self assessment tax form,/self-assessment-tax-returns,3
self assessment tax form,/self-assessment-tax-return-forms,3
self assessment tax form,/log-in-file-self-assessment-tax-return,2
self assessment tax form,/government/publications/self-assessment-tax-return-sa100,2
self assessment tax form,/government/collections/self-assessment-helpsheets-main-self-assessment-tax-return,2
self assessments,/self-assessment-tax-returns,3
self assessments,/browse/tax/self-assessment,2
self assessments,/log-in-file-self-assessment-tax-return,2
self assessments,/pay-self-assessment-tax-bill,2
self assessments,/government/publications/framework-generic-guidance-provider-guidance/chapter-7-self-assessment,2
self assessments,/register-for-self-assessment,2
set up a direct debit,/guidance/set-up-a-direct-debit-for-a-duty-deferment-account-on-the-customs-declaration-service,3
set up a direct debit,/vehicle-tax-direct-debit/setting-up,2
set up a direct debit,/pay-self-assessment-tax-bill,2
set up a direct debit,/guidance/set-up-a-direct-debit-for-a-duty-deferment-account-on-the-customs-handling-of-import-and-export-freight-system,2
setting up a limited company,/limited-company-formation,3
setting up a limited company,/set-up-limited-company,2
setting up a limited company,/guidance/set-up-and-run-a-limited-partnership,2
setting up a limited company,/set-up-business,2
share code work,/prove-right-to-work,3
share code work,/view-prove-immigration-status,2
share code work,/view-right-to-work,2
sign in account,/sign-in-visa,3
sign in account,/using-your-gov-uk-one-login,2
sign in account,/log-in-register-hmrc-online-services,2
sign in account,/update-uk-visas-immigration-account-details,2
sign in account,/guidance/using-your-uk-visas-and-immigration-account,2
sim,/government/publications/index-map-application-for-an-official-search-sim,3
slovenia,/foreign-travel-advice/slovenia,3
slovenia,/guidance/living-in-slovenia,2
social loan,/budgeting-help-benefits,3
srt,/government/publications/rdr3-statutory-residence-test-srt,3
srt,/government/publications/rdr3-statutory-residence-test-srt/guidance-note-for-statutory-residence-test-srt-rdr3,2
srt,/hmrc-internal-manuals/residence-domicile-and-remittance-basis/rdrm11320,2
srt,/hmrc-internal-manuals/residence-domicile-and-remittance-basis/rdrm11000,2
srt,/hmrc-internal-manuals/residence-domicile-and-remittance-basis/rdrm11020,2
ssmg,/sure-start-maternity-grant,3
ssmg,/government/publications/sure-start-maternity-grant-claim-form,3
starter checklist form,/guidance/starter-checklist-for-paye,3
starter checklist form,/government/collections/paye-forms,2
starter checklist form,/new-employee,2
starter checklist form,/get-paye-forms-p45-p60,2
translator,https://find-a-professional-service-abroad.service.csd.fcdo.gov.uk/find/translators-interpreters,3
translator,/government/publications/translations-and-interpreters,2
translator,/guidance/language-interpretation-migrant-health-guide,2
translator,/government/publications/certify-voluntary-translation-of-an-original-document-vt01,2
translator,/government/publications/spain-list-of-translators-and-interpreters,2
translator,/guidance/how-to-publish-on-gov-uk/translations,2
trustees,/guidance/charity-trustee-whats-involved,3
trustees,/government/publications/the-essential-trustee-what-you-need-to-know-cc3/the-essential-trustee-what-you-need-to-know-what-you-need-to-do,2
trustees,/trusts-taxes,2
trustees,/government/publications/finding-new-trustees-cc30/finding-new-trustees,2
trustees,/guidance/trustee-board-people-and-skills,2
trustees,/government/collections/charity-trustees-staff-and-volunteers,2
trustees,/guidance/payments-to-charity-trustees-what-the-rules-are,2
trustees,/guidance/register-a-trust-as-a-trustee,2
trustees,/guidance/automatic-disqualification-rules-for-charity-trustees-and-charity-senior-positions,2
ukv1 account,/update-uk-visas-immigration-account-details,3
ukv1 account,/get-access-evisa,2
ukv1 account,/guidance/using-your-uk-visas-and-immigration-account,2
ukv1 account,/government/publications/ukvi-account-terms-and-conditions/ukvi-account-terms-and-conditions,2
ukv1 account,/guidance/online-immigration-status-evisa,2
ukv1 account,/government/publications/ukvi-account-terms-and-conditions,2
ukv1 account,/government/publications/online-immigration-status-evisa-help-video/how-to-create-a-ukvi-account-and-access-your-evisa,2
ukvi app,/guidance/using-the-uk-immigration-id-check-app,3
ukvi app,/guidance/using-your-uk-visas-and-immigration-account,2
ukvi app,/view-prove-immigration-status,2
ukvi app,/guidance/using-the-govuk-id-check-app,2
ukvi app,/guidance/online-immigration-status-evisa,2
ukvi registration,/guidance/using-your-uk-visas-and-immigration-account,3
ukvi registration,/update-uk-visas-immigration-account-details,3
ukvi registration,/guidance/online-immigration-status-evisa,2
ukvi registration,/government/publications/ukvi-account-terms-and-conditions/ukvi-account-terms-and-conditions,2
ukvi registration,/get-access-evisa,2
ukvi registration,/sign-in-visa,2
ukvi registration,/government/organisations/uk-visas-and-immigration,2
universal credit childcare,/guidance/universal-credit-childcare-costs,3
universal credit childcare,/help-with-childcare-costs,2
vehicle tax direct debit,/vehicle-tax-direct-debit,3
vehicle tax direct debit,/tax-vehicle-without-v11-reminder,2
vehicle tax direct debit,/pay-tax-direct-debit,2
vietnam visa,/foreign-travel-advice/vietnam,3
vietnam visa,/check-uk-visa,2
vietnam visa,/find-a-visa-application-centre,2
warrant of control,/government/publications/form-n323-request-for-warrant-of-control,3
warrant of control,/hmrc-internal-manuals/debt-management-and-banking/dmbm666820,2
warrant of control,/hmrc-internal-manuals/debt-management-and-banking/dmbm666890,2
warrant of control,/government/publications/how-to-ask-for-a-warrant-of-control-ex322,2
warrant of control,/hmrc-internal-manuals/debt-management-and-banking/dmbm666830,2
waste exemption,/guidance/register-your-waste-exemptions-environmental-permits,3
waste exemption,/government/collections/waste-exemptions-using-waste,2
waste exemption,/government/collections/waste-exemptions-storing-waste,2
waste exemption,/government/collections/waste-exemptions-treating-waste,2
waste exemption,/government/collections/waste-exemptions-disposing-of-waste,2
a claim has been made against me,/respond-to-court-claim-for-money,3
a claim has been made against me,/complain-about-claims-company,2
ab15,/countryside-stewardship-grants/two-year-sown-legume-fallow-ab15,3
apply eu,/settled-status-eu-citizens-families,3
apply eu,/government/publications/apply-to-the-eu-settlement-scheme-by-post-or-email,2
apply for ihs refund,/apply-immigration-health-surcharge-refund,3
apply for ihs refund,/government/publications/immigration-health-surcharge-applying-for-a-refund,2
apply for ihs refund,/healthcare-immigration-application,2
apply for ihs refund,/government/publications/immigration-health-surcharge-applying-for-a-refund/immigration-health-surcharge-guidance-for-reimbursement-2020,2
attestation,/get-document-legalised,3
attestation,/government/publications/drivers-hours-recording-of-other-work/drivers-hours-recording-of-other-work,2
attestation,/guidance/support-attestations-get-reimbursed-to-move-goods-from-great-britain-to-northern-ireland,2
attestation,/government/publications/veterinary-declaration-for-animal-health-visits,2
book a prison visit,/prison-visits,3
booking practical driving test,/book-driving-test,3
booking practical driving test,/driving-test,2
booking practical driving test,/change-driving-test,2
bullying,/workplace-bullying-and-harassment,3
bullying,/bullying-at-school,3
bullying,/research-for-development-outputs/bullying-boys-the-traumatic-effects-of-bullying-in-male-adolescent-learners,2
bullying,/government/publications/bullying-harassment-and-misconduct-review,2
bullying,/government/publications/approaches-to-preventing-and-tackling-bullying,2
cahl2,/find-funding-for-land-or-farms/cahl2-winter-bird-food-on-arable-and-horticultural-land,3
cahl2,/find-funding-for-land-or-farms/cahl3-grassy-field-corners-or-blocks,2
cancel marriage allowance,/marriage-allowance,3
cancel marriage allowance,/married-couples-allowance,2
cancel marriage allowance,/government/publications/income-tax-transferring-the-married-couples-allowance-18,2
car seats,/child-car-seats-the-rules,3
car seats,/product-safety-alerts-reports-recalls/product-recall-cuggl-infant-carrier-car-seat-with-isofix-base-sold-by-argos-2408-0096,2
car seats,/product-safety-alerts-reports-recalls/product-recall-solar-group-1-2-3-isofix-car-seat-2404-0080,2
car seats,/seat-belts-law/overview,2
change contact details,/tell-hmrc-change-of-details,3
change contact details,/guidance/changing-the-sign-in-details-for-your-govuk-one-login,2
change contact details,/government/organisations/hm-revenue-customs/contact/change-your-personal-details,2
change of circumstances form,/government/publications/notification-of-change-of-circumstances-form-mcc,3
change of circumstances form,/change-circumstances-visa-brp,3
change of circumstances form,/government/publications/change-of-circumstances-form-for-eu-students,2
change of circumstances form,/government/publications/change-of-circumstances-form-for-tuition-fee-only-students,2
change of circumstances form,/government/publications/change-of-circumstances-form-for-part-time-students,2
change ownership of car,/sold-bought-vehicle,3
change ownership of car,/vehicle-registration,2
change ownership of car,/change-address-v5c,2
change ownership of car,/responsibilities-selling-vehicle,2
check id app,/guidance/using-the-govuk-id-check-app,3
check id app,/guidance/linking-the-govuk-id-check-app-to-govuk,2
check id app,/guidance/using-the-uk-immigration-id-check-app,2
check id app,/using-your-gov-uk-one-login,2
check my cpc hours,/check-your-driver-cpc-periodic-training-hours,3
check my cpc hours,/driver-cpc-training,2
check my cpc hours,/government/publications/driver-cpc-course-uploads-and-bus-drivers-still-to-finish-periodic-training/driver-cpc-course-uploads-by-category-for-last-12-months-and-category-d-drivers-still-to-do-35-hours,2
claim tax relief for your job expenses,/tax-relief-for-employees,3
compare schools,/school-performance-tables,3
connect the app,/guidance/using-the-uk-immigration-id-check-app,3
connect the app,/guidance/linking-the-govuk-id-check-app-to-govuk,3
delinked payments,/guidance/delinked-payments-replacing-the-basic-payment-scheme,3
delinked payments,/government/news/first-instalment-of-new-delinked-payments-issued-to-businesses,2
delinked payments,/government/publications/delinked-payments-transfer-request-form,2
direct airside transit visa,/transit-visa,3
direct airside transit visa,/government/publications/uk-visa-requirements-list-for-carriers/uk-visa-requirements-for-international-carriers,2
disabled parking,/blue-badge-scheme-information-council,3
disabled parking,/apply-blue-badge,3
disabled parking,/where-registered-disabled-drivers-can-park,2
disabled parking,/government/publications/know-your-traffic-signs/on-street-parking-control-signs-and-road-markings,2
disabled parking,/financial-help-disabled,2
disabled parking,/government/publications/blue-badge-can-i-get-one,2
disabled parking,/government/publications/the-blue-badge-scheme-rights-and-responsibilities-in-england/the-blue-badge-scheme-rights-and-responsibilities-in-england,2
disabled parking,/guidance/the-highway-code/road-markings,2
disabled parking,/government/collections/blue-badge-scheme,2
disabled parking,/guidance/the-highway-code/waiting-and-parking-238-to-252,2
discrimination,/discrimination-your-rights,3
discrimination,/guidance/equality-act-2010-guidance,2
discrimination,/employer-preventing-discrimination,2
discrimination,/rights-disabled-person,2
discrimination,/government/publications/asking-and-responding-to-questions-of-discrimination-in-the-provision-of-goods-and-services-and-public-functions,2
discrimination,/research-for-development-outputs/anti-discrimination-laws-and-work-in-the-developing-world-a-thematic-overview,2
electrician apprenticeship,/apply-apprenticeship,3
electrician apprenticeship,/become-apprentice,2
employment related securities,/guidance/tell-hmrc-about-your-employment-related-securities,3
employment related securities,/government/collections/employment-related-securities-detailed-information,2
employment related securities,/employment-related-securities-files,2
employment related securities,/government/collections/employment-related-securities-bulletins,2
esta application,https://esta.cbp.dhs.gov/,3
esta application,/foreign-travel-advice/usa,2
esta application,/guidance/apply-for-an-electronic-travel-authorisation-eta,2
et1 form,/government/publications/make-a-claim-to-an-employment-tribunal-form-et1,3
et1 form,/government/publications/make-a-claim-with-others-to-an-employment-tribunal-form-et1a,2
eu sett,/settled-status-eu-citizens-families,3
eu sett,/government/collections/eu-settlement-scheme-applicant-information,2
eu settlement application,/settled-status-eu-citizens-families,3
eu settlement application,/government/collections/eu-settlement-scheme-applicant-information,2
eu settlement application,/help-eu-settlement-scheme,2
eu settlement application,/guidance/eu-settlement-scheme-apply-for-an-administrative-review,2
eu settlement application,/family-permit,2
eu settlement application,/government/publications/apply-to-the-eu-settlement-scheme-by-post-or-email,2
eu share code,/view-prove-immigration-status,3
eu share code,/prove-right-to-work,2
eu share code,/check-immigration-status,2
exempt,/exempt-vignette,3
exempt,/government/publications/exempt-exm/exempt-exm,2
exempt,/government/collections/exempt-entry-clearance-guidance,2
exempt,/guidance/mot-testing-guide/a-introduction,2
exempt,/guidance/vat-exemption-and-partial-exemption,2
exempt,/government/publications/exempt-charities-cc23,2
expired passport,/renew-adult-passport,3
expired passport,/transfer-visa,2
expired passport,/apply-first-adult-passport,2
expired passport,/confirm-identity-online-for-passport-application,2
expired passport,/overseas-passports,2
expired passport,/government/publications/uk-digital-identity-and-attributes-trust-framework-beta-version/uk-digital-identity-and-attributes-trust-framework-use-of-expired-documents-as-identity-evidence,2
expired passport,/get-a-child-passport,2
expired passport,/guidance/air-travel-checklist-for-travel-from-the-uk,2
expired passport,/report-a-lost-or-stolen-passport,2
fgm,/government/collections/female-genital-mutilation,3
fgm,/guidance/female-genital-mutilation-fgm-migrant-health-guide,2
fgm,/government/publications/female-genital-mutilation-resource-pack,2
fgm,/female-genital-mutilation-help-advice,2
fgm,/government/collections/female-genital-mutilation-fgm-guidance-for-healthcare-staff,2
fgm,/government/publications/female-genital-mutilation-resource-pack/female-genital-mutilation-resource-pack,2
fgm,/government/publications/female-genital-mutilation-leaflet/female-genital-mutilation-the-facts-accessible-version,2
fgm,/government/publications/female-genital-mutilation-protection-orders-fgm700/female-genital-mutilation-fgm-protection-orders,2
find out about money taken off,/guidance/find-out-about-money-taken-off-your-universal-credit-payment,3
find out about money taken off,/debt-payments-from-your-wages,2
flood alert,/check-flooding,3
flood alert,/guidance/flood-alerts-and-warnings-what-they-are-and-what-to-do,3
flood alert,/sign-up-for-flood-warnings,2
funeral cost,/funeral-payments,3
funeral cost,/government/publications/funeral-payment-claim-form,2
funeral cost,/after-a-death,2
general power of attorney,/hmrc-internal-manuals/stamp-duty-land-tax-manual/sdltm31910,3
general power of attorney,/guidance/short-term-options-for-health-welfare-and-financial-decisions,3
general power of attorney,/power-of-attorney,2
general power of attorney,/lasting-power-attorney-duties/health-welfare,2
general power of attorney,/government/publications/make-a-lasting-power-of-attorney/lp12-make-and-register-your-lasting-power-of-attorney-a-guide-web-version,2
historic vehicle,/historic-vehicles,3
historic vehicle,/government/calls-for-evidence/registering-historic-classic-rebuilt-vehicles-and-vehicles-converted-to-electric-call-for-evidence/registering-historic-classic-rebuilt-vehicles-and-vehicles-converted-to-electric,2
historic vehicle,/government/publications/historic-classic-vehicles-mot-exemption-criteria/historic-classic-vehicles-mot-exemption-criteria,2
historic vehicle,/government/publications/historic-classic-vehicles-mot-exemption-criteria,2
historic vehicle,/vehicle-registration,2
historic vehicle,/vehicle-exempt-from-vehicle-tax,2
how to check evisa,/get-access-evisa,3
how to check evisa,/guidance/online-immigration-status-evisa,3
how to check evisa,/government/publications/view-and-prove-your-immigration-status-evisa,2
how to check evisa,/guidance/using-your-uk-visas-and-immigration-account,2
how to check evisa,/view-prove-immigration-status,2
inaccuracy penalties,/hmrc-internal-manuals/digital-services-tax/dst65700,3
inaccuracy penalties,/hmrc-internal-manuals/tax-free-childcare-technical-manual/tfc60200,2
inaccuracy penalties,/guidance/penalties-an-overview-for-agents-and-advisers,2
inaccuracy penalties,/government/publications/compliance-checks-penalties-for-inaccuracies-in-returns-or-documents-ccfs7a/compliance-checks-for-penalties-of-inaccuracies-in-returns-or-documents-ccfs7a-factsheet,2
inaccuracy penalties,/guidance/reasonable-care-tax-returns-and-other-documents,2
inaccuracy penalties,/hmrc-internal-manuals/compliance-handbook/ch82120,2
inaccuracy penalties,/hmrc-internal-manuals/compliance-handbook/ch83146,2
indonesia visa,/foreign-travel-advice/indonesia,3
indonesia visa,/check-uk-visa,2
is car taxed,/check-vehicle-tax,3
job codes,/government/publications/skilled-worker-visa-eligible-occupations/skilled-worker-visa-eligible-occupations-and-codes,3
job codes,/skilled-worker-visa,2
job codes,/government/publications/skilled-worker-visa-going-rates-for-eligible-occupations/skilled-worker-visa-going-rates-for-eligible-occupation-codes,2
job codes,/government/publications/global-business-mobility-eligible-occupations-and-codes/global-business-mobility-eligible-occupations-and-codes,2
job codes,/government/publications/skilled-worker-visa-eligible-occupations,2
limited leave to remain,/indefinite-leave-to-remain,2
limited leave to remain,/long-residence,2
limited leave to remain,/settlement-refugee-or-humanitarian-protection,2
limited leave to remain,/government/publications/granting-discretionary-leave/discretionary-leave-accessible,2
limited leave to remain,/settled-status-eu-citizens-families,2
limited leave to remain,/apply-indefinite-leave-to-remain-private-life,2
limited leave to remain,/indefinite-leave-to-remain-family,2
