query,link,score,select_item_event
fire risk assessments,/government/publications/fire-safety-risk-assessment-5-step-checklist,2,12
pip form,/government/publications/blue-badge-can-i-get-one,2,12
car allowance,/government/publications/capital-allowances-for-business-cars,2,12
school funding,/government/publications/school-direct-salaried-funding-manual,2,12
my national insurance number,/government/publications/store-my-national-insurance-number-nino-service,2,12
recourse to public funds,/government/publications/no-recourse-to-public-funds-free-school-meals,2,12
national tutoring programme,/government/publications/national-tutoring-programme-guidance-for-schools-2022-to-2023,2,12
better regulation,/government/publications/better-regulation-framework,2,12
customer charter,/government/publications/our-customer-charter,2,12
rehabilitation of offenders,/government/publications/new-guidance-on-the-rehabilitation-of-offenders-act-1974,2,12
safeguarding policy,/government/publications/safeguarding-policy-protecting-vulnerable-adults,2,12
xl bulldogs,/government/publications/official-definition-of-an-xl-bully-dog,2,12
disabled badges,/government/publications/blue-badge-can-i-get-one,2,12
rates and allowances,/government/publications/rates-and-allowances-income-tax,2,12
cc12,/government/publications/managing-financial-difficulties-insolvency-in-charities-cc12,2,12
form lp1f,/government/publications/make-a-lasting-power-of-attorney,2,12
divorce log in,/government/publications/myhmcts-how-to-make-follow-up-applications-for-a-divorce-or-dissolution,2,12
proscribed terrorist groups,/government/publications/proscribed-terror-groups-or-organisations--2,2,12
fee waiver application,/government/publications/applications-for-a-fee-waiver-and-refunds,2,12
wca,/government/publications/universal-credit-wca-statistics-release-strategy,2,12
self employed sick pay,/government/publications/employee-research-phase-1-and-2,2,12
inspection framework,/government/publications/education-inspection-framework,2,12
shingrix,/government/publications/shingles-vaccination-guidance-for-healthcare-professionals,2,12
ncc1 form,/government/publications/support-for-a-child-conceived-without-your-consent,2,12
example objects,/government/publications/example-charitable-objects,2,12
passport lost,/government/publications/lost-stolen-and-recovered-passports-lsr-team-policy,2,12
palestine,/government/publications/police-chiefs-asked-to-protect-communities-from-provocations,2,12
flu poster,/government/publications/flu-vaccination-leaflets-and-posters,2,12
quantity surveyor,/government/publications/skilled-worker-visa-eligible-occupations,2,12
chagos,/government/publications/nationality-and-borders-bill-chagossian-nationality-factsheet,2,12
whd,/government/publications/establishing-eligibility-under-the-warm-home-discount-privacy-notice,2,12
consumer right act,/government/publications/consumer-rights-act-2015,2,12
creative industries,/government/publications/creative-industries-sector-deal,2,12
childhood immunisations,/government/publications/routine-childhood-immunisation-schedule,2,12
flr m visa,/government/publications/apply-to-extend-stay-in-the-uk-as-a-partner-or-dependent-child-form-flrm,2,12
supplementary grant,/government/publications/schools-supplementary-grant-2022-to-2023,2,12
naturalisation,/government/publications/naturalisation-and-registration-certificates,2,12
uc50,/government/publications/universal-credit-wca-statistics-background-information,2,12
sponsorship,/government/publications/workers-and-temporary-workers-sponsor-a-skilled-worker,2,12
health adjustment,/government/publications/health-adjustment-passport,2,12
redundancy payments service,/government/publications/redundancy-payments-from-the-insolvency-service,2,12
rental income,/government/publications/self-assessment-uk-property-sa105,2,12
withholding tax,/government/publications/income-tax-royalty-withholding-tax,2,12
return,/government/publications/self-assessment-tax-return-sa100,2,12
hmrc app,/government/publications/digital-pay-here-interfaces-hmrc-app,2,12
school governance,/government/publications/school-governance-update,2,12
msag allocations,/government/publications/mainstream-schools-additional-grant-2023-to-2024,2,12
safeguarding policy,/government/publications/ofsted-safeguarding-policy,2,12
bricklayer,/government/publications/company-names-tribunal-decision-pegasus-bricklaying-limited,2,12
e-mail,/government/publications/requesting-an-extension-of-time-by-e-mail,2,12
land registry address,/government/publications/hm-land-registry-office-addresses,2,12
incorporation,/government/publications/incorporation-and-names,2,12
shingles eligibility calculator,/government/publications/shingles-vaccination-guidance-for-healthcare-professionals,2,12
adult disability payment ,/government/publications/adult-disability-payment-in-scotland-service-level-agreement,2,12
spent conviction,/government/publications/new-guidance-on-the-rehabilitation-of-offenders-act-1974,2,12
hamas,/government/publications/proscribed-terror-groups-or-organisations--2,2,12
tuberculosis test in nigeria,/government/publications/tuberculosis-test-for-a-uk-visa-clinics-in-nigeria,2,12
covid booster 2023,/government/publications/covid-19-vaccination-spring-booster-resources,2,12
make a disclosure ,/government/publications/hmrc-your-guide-to-making-a-disclosure,2,12
digitisation taskforce,/government/publications/digitisation-taskforce,2,12
pension summary,/government/publications/work-and-pensions-summary-leaflet,2,12
claim for cancelled driving test,/government/publications/application-for-refunding-out-of-pocket-expenses,2,12
lp1f form,/government/publications/register-a-lasting-power-of-attorney,2,12
charities change of details,/government/publications/charities-change-of-details-form-chv1,2,12
right care right person,/government/publications/national-partnership-agreement-right-care-right-person,2,12
apply for pip,/government/publications/personal-independence-payment-changes,2,12
pg50,/government/publications/requisition-and-cancellation-procedures,2,12
ccl,/government/publications/climate-change-levy-ccl-rates-from-1-april-2024,2,12
industrial deafness,/government/publications/industrial-injuries-disablement-benefit-claim-forms,2,12
check a uk vat number,/government/publications/check-a-uk-vat-number-service-availability-and-issues,2,12
dv clearance,/government/publications/united-kingdom-security-vetting-clearance-levels,2,12
jcvi,/government/publications/flu-vaccination-programme-information-for-healthcare-practitioners,2,12
incoterms,/government/publications/cds-uk-trade-tariff-volume-3-import-declaration-completion-guide,2,12
brp,/government/publications/biometric-information,2,12
change name on house deeds,/government/publications/change-the-register-ap1,2,12
hearing screen,/government/publications/newborn-hearing-screening-programme-nhsp-operational-guidance,2,12
form iht 205,/government/publications/inheritance-tax-return-of-estate-information-iht205-2011,2,12
basildon,/government/publications/local-authority-housing-fund,2,12
divorce webchat,/government/publications/myhmcts-how-to-apply-online-for-a-divorce-or-dissolution,2,12
register a power of attorney,/government/publications/register-a-lasting-power-of-attorney,2,12
universal credit self employed expenses,/government/publications/universal-credit-and-self-employment-quick-guide,2,12
family public law,/government/publications/myhmcts-how-to-apply-for-a-family-public-law-order,2,12
criminal record checks,/government/publications/criminal-records-checks-for-overseas-applicants,2,12
capital grants 2023: countryside stewardship,/government/publications/capital-grants-2023-countryside-stewardship,2,12
air passenger travel guide,/government/publications/air-passenger-travel-guide,2,12
etii,/government/publications/energy-bills-discount-scheme-ebds-scheme-documents,2,12
exempt visa,/government/publications/exempt-exm,2,12
housing discretionary payment,/government/publications/claiming-discretionary-housing-payments,2,12
power of attoney,/government/publications/make-a-lasting-power-of-attorney,2,12
hs224,/government/publications/farmers-and-market-gardeners-hs224-self-assessment-helpsheet,2,12
referees and identity form,/government/publications/confirming-identity-countersignatory-and-digital-referees,2,12
sa100 deceased,/government/publications/self-assessment-tax-return-sa100,2,12
flr fp form,/government/publications/apply-to-extend-your-stay-in-the-uk-form-flrfp,2,12
government gateway access,/government/publications/access-our-services-using-government-gateway,2,12
lawyers uae,/government/publications/united-arab-emirates-list-of-lawyers,2,12
中文,/government/publications/visitor-visa-guide-to-supporting-documents,2,11
sexual health,/government/publications/sexual-and-reproductive-health-and-hiv-applying-all-our-health,2,11
form mn1,/government/publications/fees-for-citizenship-applications,2,11
dbs filtering,/government/publications/dbs-filtering-guidance,2,11
bursary,/government/publications/initial-teacher-training-itt-bursary-funding-manual,2,11
county lines,/government/publications/criminal-exploitation-of-children-and-vulnerable-adults-county-lines,2,11
health check,/government/publications/nhs-health-checks-applying-all-our-health,2,11
community interest companies,/government/publications/community-interest-companies-business-activities,2,11
